item,restaurant,price_usd
Grape Salad,Chicken Salad Chick,2.79
Grape Salad,Chicken Salad Chick,7.49
Pasta Salad,Chicken Salad Chick,2.79
Pasta Salad,Chicken Salad Chick,7.49
Fresh Fruit,Chicken Salad Chick,2.79
Fresh Fruit,Chicken Salad Chick,7.49
Potato Chips,Chicken Salad Chick,1.19
Executive Box Lunch ,Chicken Salad Chick,10.49
Chicken Salad Sandwiches,Chicken Salad Chick,36.99
Assorted Deli Sandwiches,Chicken Salad Chick,36.99
Meat & Cheese,Chicken Salad Chick,38.99
Cheese Ball,Chicken Salad Chick,19.99
Assorted Fruit,Chicken Salad Chick,45.99
Soup,Chicken Salad Chick,12.49
Soup,Chicken Salad Chick,39.95
Assorted Cookies,Chicken Salad Chick,9.99
Strawberry Platter,Chicken Salad Chick,37.99
Cream Cheese Brownie Platter,Chicken Salad Chick,26.99
Tea (Sweet or Unsweetened) ,Chicken Salad Chick,5.99
Lemonade,Chicken Salad Chick,5.99
"
Crispy Asparagus
",Chili's,7.49
"
Regular & Spicy Loaded Boneless Wings
",Chili's,10.99
"
White Spinach Queso
",Chili's,7.99
"
Crispy Cheddar Bites
",Chili's,7.49
"
Fried Pickles
",Chili's,7.49
"
Triple Dipper Combination of 3 appetizers
",Chili's,12.99
"
Chips & Salsa
",Chili's,5.29
"
Texas Cheese Fries Full
",Chili's,9.49
"
Classic Nachos
",Chili's,9.99
"
Classic Nachos with Fajita Chicken or Beef
",Chili's,11.99
"
Fresh Guacamole
",Chili's,7.49
"
Signature Wings
",Chili's,10.49
"
Signature Boneless Wings
",Chili's,10.69
"
House Salad
",Chili's,4.99
"
Quesadilla Explosion Salad
",Chili's,10.99
"
Santa Fe Chicken Salad
",Chili's,10.99
"
Boneless Buffalo Chicken Salad
",Chili's,10.99
"
Caribbean Salad With Grilled Chicken
",Chili's,10.99
"
Caribbean Salad with Grilled Shrimp
",Chili's,11.99
"
Grilled Chicken Salad 
",Chili's,10.99
"
Soup & House Salad
",Chili's,6.99
"
Bacon Avocado Chicken Sandwich
",Chili's,10.49
"
Buffalo Chicken Ranch Sandwich
",Chili's,9.99
"
Southern Smokehouse Burger
",Chili's,10.99
"
Big Mouth Bites
",Chili's,9.59
"
Ancho Salmon
",Chili's,14.99
"
6 oz Sirloin with Grilled Avocado
",Chili's,10.99
"
Mango Chile Chicken 
",Chili's,11.49
"
Grilled Chicken Salad
",Chili's,10.99
"
Margarita Grilled Chicken
",Chili's,10.99
"
Mix and Match Fajitas
",Chili's,12.99
"
Mix and Match Fajita Trio
",Chili's,16.99
"
Beef Enchiladas
",Chili's,11.49
"
Green Chile Chicken Enchiladas
",Chili's,11.49
"
Prime Rib Fresh Mex Bowl
",Chili's,10.99
"
Chipotle Chicken Fresh Mex Bowl
",Chili's,11.49
"
Smothered Prime Rib Burrito
",Chili's,10.99
"
Ranchero Chicken Tacos
",Chili's,10.99
"
Spicy Shrimp Tacos
",Chili's,10.99
"
Cajun Chicken Pasta
",Chili's,11.99
"
Crispy Honey-Chipotle Crispers
",Chili's,11.29
"
Original Chicken Crispers
",Chili's,11.29
"
Lunch Combo – Fajitas
",Chili's,9.00
"
Lunch Combo – Big Mouth Bites
",Chili's,7.49
"
Lunch Combo – Chipotle Chicken Fresh Mex Bowl
",Chili's,8.00
"
Dips
",Chili's,0.79
"
Molten Chocolate Cake
",Chili's,7.29
"
Skillet Chocolate Chip Cookie
",Chili's,7.29
"
Cheesecake
",Chili's,7.29
"
Fountain Drinks 32 oz
",Chili's,1.00
"
Blackberry Iced Tea
",Chili's,2.79
"
Mango Iced Tea
",Chili's,2.79
"
Strawberry Lemonade
",Chili's,2.99
"
IBC Rootbeer
",Chili's,2.49
"
Dasani
",Chili's,2.09
"
Coffee
",Chili's,2.29
"
Milk
",Chili's,2.29
"
Iced Tea
",Chili's,5.89
"
Strawberry Lemonade
",Chili's,7.99
"
Arnold Palmer
",Chili's,2.59
"
Juice
",Chili's,2.19
"
Pizza Pepperoni
",Chili's,4.99
"
Mac & Cheese
",Chili's,4.99
"
Pepper Pals Grilled Cheese Sandwich
",Chili's,4.99
"
Pepper Pals Cheese Quesadilla
",Chili's,4.99
"
Pepper Pals Crispy Chicken Crispers
",Chili's,4.99
"
Pepper Pals Grilled Chicken Bites
",Chili's,4.99
"
Pepper Pals Cheese Burger Bites
",Chili's,4.99
"
Mix & Match Party Platter Fajitas
",Chili's,49.99
"
Party Platter Enchiladas
",Chili's,49.99
"
Party Platter Baby Back Ribs
",Chili's,64.99
"
Party Platter Quesadilla Explosion Salad
",Chili's,35.99
"
Party Platter House Salad
",Chili's,15.99
"
Party Platter Triple Dipper
",Chili's,49.99
"
Party Platter Big Mouth Bites
",Chili's,39.99
"
Party Platter Chips & Salsa
",Chili's,7.99
"
Party Platter Dessert Trio
",Chili's,32.99
"
Party Platter Wings
",Chili's,54.99
"
Party Platter Boneless Wings
",Chili's,49.99
"
BBQ Pork
",China Dragon,13.75
"
Egg Rolls
",China Dragon,4.50
"
Spring Rolls
",China Dragon,5.50
"
Butterfly Shrimp
",China Dragon,6.00
"
Mozzarella Sticks
",China Dragon,5.50
"
Egg Foo Young
",China Dragon,4.75
"
Fried Chicken Wings
",China Dragon,10 Wings – 14.25
"
Fried Prawns
",China Dragon,11.00
"
Fried Tofu
",China Dragon,10.75
"
Fried Stuffed Mushroom With Shrimp
",China Dragon,10 – 16.50
"
Fried Wonton
",China Dragon,10 – 14.75
"
Pot Stickers
",China Dragon,8 – 17.75
"
Fried Squid
",China Dragon,17.75
"
Crab Rangoon
",China Dragon,10 – 17.75
"
Fried Vegetable Tempura
",China Dragon,17.75
"
Sweet & Sour Prawns
",China Dragon,19.75
"
Cashew Shrimp 
",China Dragon,21.00
"
Shrimp With Peapods
",China Dragon,21.00
"
Shrimp With Vegetables
",China Dragon,21.00
"
Shrimp With Lobster Sauce
",China Dragon,21.00
"
Shrimp With Broccoli
",China Dragon,21.00
"
Shrimp With Sizzling Rice
",China Dragon,21.00
"
Walnut Shrimp
",China Dragon,21.00
"
Kung Pao Shrimp
",China Dragon,21.00
"
Kung Pao Squid
",China Dragon,22.00
"
Kung Pao Scallops
",China Dragon,24.25
"
Scallops With Garlic Sauce
",China Dragon,24.25
"
Szechuan Shrimp
",China Dragon,24.25
"
Salmon With Basil
",China Dragon,24.25
"
Seafood With Sizzling Rice
",China Dragon,24.25
"
Spicy Shrimp With Garlic Sauce
",China Dragon,21.00
"
Combination Chop Suey
",China Dragon,20.00
"
Vegetable Chop Suey
",China Dragon,17.75
"
Shrimp Chop Suey
",China Dragon,19.25
"
Chicken Chop Suey
",China Dragon,18.50
"
Pork Chop Suey
",China Dragon,16.50
"
Beef Chop Suey
",China Dragon,18.75
"
Shrimp Fried Noodles
",China Dragon,21.00
"
Combination Fried Noodles
",China Dragon,20.75
"
Hot Spicy Beef Noodle Soup
",China Dragon,18.50
"
Schulien Noodles
",China Dragon,16.50
"
Chicken Noodle Soup
",China Dragon,16.50
"
Pork Noodle Soup
",China Dragon,16.50
"
American Fried Noodles
",China Dragon,15.50
"
Special Fried Noodles Bowl
",China Dragon,22.00
"
 Beef With Tomato
",China Dragon,19.75
"
Beef With Peapods
",China Dragon,19.75
"
Beef With Broccoli
",China Dragon,19.75
"
Beef With Vegetables
",China Dragon,19.75
"
Beef With Sizzling Rice
",China Dragon,19.75
"
Mongolian Beef
",China Dragon,24.25
"
Ginger Beef
",China Dragon,19.75
"
Kung Pao Beef
",China Dragon,19.75
"
Black Pepper Beef
",China Dragon,19.75
"
Szechuan Beef
",China Dragon,19.75
"
Orange Beef
",China Dragon,21.00
"
Moo Shu Fresh Vegetables
",China Dragon,18.75
"
Tofu With Vegetables
",China Dragon,19.75
"
Kung Pao Tofu
",China Dragon,18.75
"
Peapods Chow Yuk
",China Dragon,18.75
"
Egg Flower Soup
",China Dragon,3.00
"
Hot And Sour Soup
",China Dragon,18.75
"
Hot Red Oil Wonton Soup
",China Dragon,16.50
"
Hot Spicy Beef Noodle Soup
",China Dragon,18.50
"
Chicken Noodle Soup
",China Dragon,16.50
"
Pork Noodle Soup
",China Dragon,16.50
"
Combination Noodle Soup
",China Dragon,22.00
"
SBC Noodle Soup Bowl
",China Dragon,22.00
"
Special Chow mein
",China Dragon,19.75
"
Combination Chow mein
",China Dragon,22.00
"
Vegetable Chow mein
",China Dragon,18.75
"
Pork & Chicken Chow mein
",China Dragon,18.50
"
Chicken Chow mein
",China Dragon,18.50
"
Shrimp Chow mein
",China Dragon,20.00
"
Pork Chow mein
",China Dragon,16.50
"
Pork Fried Rice
",China Dragon,17.50
"
Ham Fried Rice
",China Dragon,17.50
"
Shrimp Fried Rice
",China Dragon,20.00
"
Bacon Fried Rice
",China Dragon,18.50
"
Basil Fried Rice
",China Dragon,21.50
"
Combination Fried Rice
",China Dragon,21.50
"
Vegetable Fried Rice
",China Dragon,17.50
"
Chicken Fried Rice
",China Dragon,17.50
"
Beef Fried Rice
",China Dragon,20.00
"
Sweet & Sour Pork
",China Dragon,19.25
"
Sweet & Sour Spareribs
",China Dragon,20.75
"
Moo Shu Pork
",China Dragon,20.00
"
Pork With Garlic Sauce
",China Dragon,19.75
"
Almond Chicken
",China Dragon,19.25
"
Sweet & Sour Chicken
",China Dragon,19.25
"
Moo Shu Chicken
",China Dragon,20.75
"
Moo Goo Gai Pan
",China Dragon,19.25
"
Chicken In Lettuce Wraps
",China Dragon,19.25
"
Chicken With Peapods
",China Dragon,19.25
"
Chicken With Sizzling Rice
",China Dragon,19.75
"
Chicken With Vegetables
",China Dragon,19.25
"
Kung Pao Chicken
",China Dragon,19.25
"
Spicy Crispy Chicken
",China Dragon,19.25
"
Curry Chicken
",China Dragon,19.25
"
Chicken With Garlic Sauce
",China Dragon,19.25
"
Szechuan Chicken
",China Dragon,19.25
"
Basil Chicken
",China Dragon,19.25
"
General Sesame Chicken
",China Dragon,19.75
"
Cashew Chicken
",China Dragon,19.25
"
Lemon Chicken
",China Dragon,19.25
"
Orange Chicken
",China Dragon,19.75
"
Ma Po Tofu
",China Dragon,18.75
"
Combination Bean Curd Tofu 
",China Dragon,20.00
"
Two Layer Chocolate Cake
",China Dragon,10.00
"
Sushi Cheesecake
",China Dragon,6.75
"
Strawberry & Cream Cake
",China Dragon,9.00
"
Lemon & Cream Cake
",China Dragon,7.75
"
Fresh Baked Chocolate Cookies
",China Dragon,5.50
"
Soda
",China Dragon,2.75
"
Other Drinks
",China Dragon,2.75
"

Vegetable Egg Rolls
",China One,2.25
"
Crab Rangoon
",China One,5.45
"
Pot Stickers 
",China One,5.95
"
Fried Wonton 
",China One,5.45
"
Buttered Fried Shrimp
",China One,6.25
"
Spicy Chicken Wing
",China One,7.35
"
Paper Wrapped Chicken
",China One,5.95
"
BBQ Sliced Pork
",China One,5.95
"
BBQ Spare Ribs 
",China One,7.25
"
Combo Platter
",China One,8.95
"
Thai Chicken Salad
",China One,7.75
"
Chinese Chicken Salad
",China One,7.75
"
Corn Egg Drop Soup
",China One,5.95
"
Vegetable Soup
",China One,5.95
"
Wonton Soup
",China One,6.95
"
Hot & Sour Soup
",China One,6.95
"
Beef, Pork, Chicken or Vegetable Egg Foo Young
",China One,8.95
"
Shrimp or Crab Egg Foo Young
",China One,9.75
"
Combination Egg Foo Young
",China One,9.75
"
Sautéed Broccoli
",China One,7.95
"
Sautéed Spinach
",China One,7.95
"
Sautéed Garden Vegetable
",China One,7.95
"
Fried Tofu With Vegetable
",China One,7.95
"
String Bean with Black Bean Sauce
",China One,7.95
"
Eggplant with Tofu
",China One,8.45
"
Beef with Broccoli
",China One,9.45
"
Beef Pepper Steak
",China One,9.45
"
Beef in Oyster Sauce
",China One,9.45
"
Beef Chop Suey
",China One,9.45
"
Sesame Beef
",China One,9.75
"
Orange Beef
",China One,9.75
"
Kung Pao Beef
",China One,9.45
"
Mongolian Beef
",China One,9.45
"
Beef in Hot Garlic Sauce
",China One,9.45
"
Ginger & Onion Beef
",China One,9.45
"
Curry Beef
",China One,9.45
"
Hunan Beef
",China One,9.75
"
Sweet & Sour Pork
",China One,8.95
"
Ginger & Onion Pork
",China One,8.95
"
Mu Shu Pork
",China One,8.95
"
Pork Chop Suey
",China One,8.95
"
Ma Pu Tofu with Pork
",China One,8.95
"
Pork in Hot Garlic Sauce
",China One,8.95
"
Pork String Bean in Black Bean Sauce
",China One,8.95
"
Sweet & Sour Chicken
",China One,8.95
"
Moo Goo Chicken
",China One,8.95
"
Teriyaki Chicken
",China One,8.95
"
Cashew Chicken
",China One,8.95
"
Chicken Chop Suey
",China One,8.95
"
Chicken with Broccoli
",China One,8.95
"
Lemon Chicken
",China One,8.95
"
Mu Shu Chicken
",China One,8.95
"
Sesame Chicken
",China One,8.95
"
Chicken in Black Bean Sauce
",China One,8.95
"
Chicken String Bean in Black Bean Sauce
",China One,8.95
"
Orange Chicken
",China One,8.95
"
General Chicken
",China One,8.95
"
Curry Chicken
",China One,8.95
"
Kung Pao Chicken
",China One,8.95
"
Chicken in Hot Garlic Sauce
",China One,8.95
"
Cashew Shrimp
",China One,9.95
"
Sweet & Sour Shrimp
",China One,9.95
"
Shrimp in Lobster Sauce
",China One,9.95
"
Shrimp with Broccoli
",China One,9.95
"
Shrimp Chop Suey
",China One,9.95
"
Shrimp in Black Bean Sauce
",China One,9.95
"
Kung Pao Shrimp
",China One,9.95
"
Shrimp in Hot Garlic Sauce
",China One,9.95
"
Curry Shrimp
",China One,9.95
"
Shrimp with Snow Peas
",China One,9.95
"
Beef, Pork, Chicken, or Vegetable Chow Mein
",China One,6.55
"
Shrimp Chow Mein
",China One,6.95
"
House Chow Mein
",China One,7.95
"
Hong Kong Style Chow Mein
",China One,9.95
"
Beef, Pork, Chicken, or Vegetable Chow Fun
",China One,8.25
"
Shrimp Chow Fun
",China One,8.55
"
House Chow Fun
",China One,8.95
"
Singapore Rice Noodle
",China One,8.95
"
Beef, BBQ Pork, Chicken, or Vegetable Fried Rice
",China One,6.55
"
Shrimp Fried Rice
",China One,6.95
"
House Fried Rice
",China One,7.95
"
Steamed White Rice
",China One,1.95
"
Steamed Brown Rice
",China One,2.45
"
Beef, Chicken, or Vegetable Teriyaki
",China One,5.55
"
Shrimp Teriyaki
",China One,5.95
"
Combination Teriyaki
",China One,6.95
"
Black Pepper Chicken
",China One,9.55
"
Fish Fillet in Black Bean Sauce
",China One,10.25
"
Chicken Lettuce Wraps
",China One,10.25
"
Pork Chop with Salt & Pepper
",China One,10.25
"
Combination Kung Pao
",China One,10.25
"
Shrimp with Salt & Pepper
",China One,11.25
"
Honey Walnut Shrimp
",China One,11.95
"
Fountain Drink
",China One,1.50
"
Iced Tea

",China One,1.50
"
Hot Tea
",China One,1.50
"
Bottled Water
",China One,1.00
"
Iced Coffee
",China One,3.95
Pork & Vegetable Spring Roll ,China Wok,1.45
Vegetable Spring Roll,China Wok,1.45
Chicken & Vegetable Spring Roll,China Wok,1.45
Beef Spring Roll-Lumpia,China Wok,1.55
Shrimp & Vegetable Egg Roll,China Wok,1.55
Spare Ribs (pork) ,China Wok,7.95
Fried Wontons – pork,China Wok,4.50
Krab Rangoons-Cream Cheese,China Wok, 2.95/4.95
Teriyaki Chicken,China Wok,6.25
Fried or Steamed Dumplings ,China Wok,5.95
Hot Wings,China Wok,6.95
Fried Chicken Wings,China Wok,6.85
Pu-Pu platter – Appetizer For Two,China Wok,13.95
Mongolian Beef With Onions ,China Wok,9.95
Broccoli Beef,China Wok,9.95
Green Pepper,China Wok,9.95
Beef With Mixed Veggies,China Wok,9.95
Szechuan Beef With Hot Garlic Sauce ,China Wok,9.95
Curry Beef ,China Wok,9.95
Kung Pao Beef,China Wok,9.95
Mushroom Beef ,China Wok,9.95
Egg Drop Soup,China Wok,1.95
Egg Drop Soup,China Wok,3.25
Wonton Soup,China Wok,1.95
Wonton Soup,China Wok,3.45
Hot and Sour Soup ,China Wok,1.95
Hot and Sour Soup ,China Wok,3.95
Crispy Noodles,China Wok,1.00
Sweet & Sour Shrimp,China Wok,10.95
Shrimp With Mixed Veggies,China Wok,10.95
Curry Shrimp ,China Wok,10.95
Kung Pao Shrimp,China Wok,10.95
Szechuan Shrimp,China Wok,10.95
Sesame Shrimp,China Wok,10.95
General Tso’s Shrimp,China Wok,10.95
Moo Goo Gai Pan,China Wok,9.75
Chicken Wraps,China Wok,9.95
Cashew Chicken,China Wok,9.75
Sweet and Sour Chicken,China Wok,9.75
Kung Pao Chicken,China Wok,9.75
Szechuan Chicken,China Wok,9.75
Curry Chicken,China Wok,9.75
General Tso’s Chicken,China Wok,9.75
Sesame Chicken,China Wok,9.75
Chicken With Mixed Veggies,China Wok,9.25
Broccoli Chicken,China Wok,9.75
Honey Chicken,China Wok,10.45
Lemon Chicken,China Wok,10.45
Boneless Chicken ,China Wok,10.45
Orange Chicken,China Wok,10.45
Mongolian Chicken,China Wok,10.45
Bourbon Chicken,China Wok,10.95
Pork with Mixed Veggies,China Wok,8.95
Sweet and Sour Pork,China Wok,8.95
Szechuan Pork  ,China Wok,8.95
Twice Cooked Pork,China Wok,8.95
Chicken Fried Rice,China Wok,7.50
Beef Fried Rice ,China Wok,7.75
Shrimp Fried Rice,China Wok,8.95
"House Fried Rice (Beef, Shrimp And Chicken )",China Wok,9.95
Pork Fried Rice,China Wok,6.75
Vegetable Fried Rice,China Wok,6.45
Egg Fried Rice ,China Wok,4.75
Chicken Lo Mein ,China Wok,6.95
Beef Lo Mein  ,China Wok,7.95
Shrimp Lo Mein,China Wok,8.75
"Combo Lo Mein (Beef, Shrimp And Chicken)",China Wok,9.75
Pork Lo Mein,China Wok,6.95
Vegetable Lo Mein,China Wok,6.95
Buddha’s Heaven (Stir Fried Veggies),China Wok,7.75
Szechuan Bean Curd (Fried or Steamed),China Wok,8.75
Mandarin Tofu (Fried Or Steamed),China Wok,8.75
Sauteed Fresh Mushrooms Or Broccoli ,China Wok,7.75
Singapore Veg. rice Noodles ,China Wok,9.95
Vegetable Wraps,China Wok,9.95
Vegetable Shrimp And Beef ,China Wok,11.95
Vegetable Shrimp And Chicken,China Wok,11.95
Vegetable Beef And Chicken,China Wok,11.95
Vegetable Scallops And Beef ,China Wok,11.95
Szechuan Beef And Chicken,China Wok,11.95
Szechuan Shrimp And Beef ,China Wok,11.95
Sesame Chicken,China Wok,8.95
General Tso’s Chicken ,China Wok,8.95
Sweet And Sour Chicken Or Pork,China Wok,8.95
Moo Goo Gai Pan,China Wok,8.95
Broccoli Beef Or Chicken,China Wok,8.50
Sweet And Sour Chicken And Lo Mein ,China Wok,9.75
Szechuan Shrimp And Chicken,China Wok,9.95
Wings (6) And Shrimp Fried Rice,China Wok,9.95
"Double Happiness  ( Shrimp, Scallops, Vegetables) ",China Wok,14.45
"Four Seasons( Shrimp, Chicken, Beef, Pork, Vegetables) ",China Wok,14.45
"Happy Family Plus ( Scallop, Shrimp, Chicken, Beef& Veggie)",China Wok,14.45
Plum Tree Crispy Orange Beef ,China Wok,14.45
"Szechuan Wok combo ( Shrimp, Chicken, Beef, Veggie)",China Wok,14.45
Treasures Of The Sea,China Wok,14.45
Chicken Al Pastor,Chipotle,11.20
Chicken,Chipotle,10.70
Steak,Chipotle,12.45
Barbacoa,Chipotle,12.45
Carnitas,Chipotle,11.35
Sofritas,Chipotle,10.70
Chicken Al Pastor,Chipotle,11.20
Chicken,Chipotle,10.70
Steak,Chipotle,12.45
Barbacoa,Chipotle,12.45
Carnitas,Chipotle,11.35
Sofritas,Chipotle,10.70
Chicken Al Pastor,Chipotle,11.75
Chicken,Chipotle,11.25
Steak,Chipotle,13.00
Barbacoa,Chipotle,13.00
Carnitas,Chipotle,11.90
Sofritas,Chipotle,11.25
Cheese Only,Chipotle,11.25
Chicken Al Pastor,Chipotle,3.85
Chicken Al Pastor,Chipotle,11.20
Chicken,Chipotle,3.65
Chicken,Chipotle,10.70
Steak,Chipotle,4.30
Steak,Chipotle,12.45
Barbacoa,Chipotle,4.30
Barbacoa,Chipotle,12.45
Carnitas,Chipotle,3.85
Carnitas,Chipotle,11.35
Sofritas,Chipotle,3.65
Sofritas,Chipotle,10.70
Veggie,Chipotle,3.65
Veggie,Chipotle,10.70
Chicken Al Pastor,Chipotle,11.20
Chicken,Chipotle,10.70
Steak,Chipotle,12.45
Barbacoa,Chipotle,12.45
Carnitas,Chipotle,11.35
Sofritas,Chipotle,10.70
Cheese Only,Chipotle,10.70
Chips,Chipotle,2.15
Chips & Guacamole,Chipotle,5.10
Large Chips & Large Guacamole,Chipotle,8.70
Side of Guacamole,Chipotle,2.95
Large Side of Guacamole,Chipotle,5.90
Tortilla on the Side,Chipotle,0.50
Double Wrap with Tortilla,Chipotle,0.50
Chips & Fresh Tomato Salsa,Chipotle,2.85
Chips & Tomatillo-red Chilli Salsa,Chipotle,2.85
Chips & Tomatillo-green Chilli Salsa,Chipotle,2.85
Chips & Roasted Chili-Corn Salsa,Chipotle,2.85
Chips & Queso Blanco,Chipotle,5.10
Large Chips & Large Queso Blanco,Chipotle,8.70
Side of Queso Blanco,Chipotle,2.95
Large Side of Queso Blanco,Chipotle,5.90
Queso blanco,Chipotle,1.80
Guacamole,Chipotle,2.95
Fan Favorite Chicken Bowl,Chipotle,12.50
Fan Favorite Steak Salad,Chipotle,15.40
Fan Favorite Veggie Burrito,Chipotle,10.70
"
Steamed BBQ Pork Buns
",Chopsticks,5.95
"
Egg rolls
",Chopsticks,6.25
"
Fried Calamari
",Chopsticks,8.50
"
Fried Chicken Wings
",Chopsticks,8.95
"
Fried Wonton Chips
",Chopsticks,3.95
"
Crab Cheese Wontons
",Chopsticks,6.25
"
BBQ Spare Ribs
",Chopsticks,8.50
"
Paper Wrapped Chicken
",Chopsticks,7.50
"
Fried Prawns
",Chopsticks,7.95
"
Chicken Salad
",Chopsticks,8.50
"
BBQ Beef Sticks
",Chopsticks,8.50
"
Pot Stickers
",Chopsticks,6.25
"
BBQ Pork
",Chopsticks,7.50
"
Po Po Platter
",Chopsticks,6.95
"
Moo-Shu Shrimp
",Chopsticks,11.50
"
Salt & Pepper Shrimp
",Chopsticks,13.95
"
Sizzling Shrimp on Hot Plate
",Chopsticks,13.95
"
Shrimp with Snow Peas
",Chopsticks,11.50
"
Shrimp with Cashews
",Chopsticks,11.95
"
Sweet & Sour Prawns
",Chopsticks,11.95
"
Shrimp with Lobster Sauce
",Chopsticks,11.50
"
Kung Pao Shrimp
",Chopsticks,11.50
"
Shrimp with Black Bean Sauce
",Chopsticks,11.50
"
Happy Family
",Chopsticks,12.50
"
Mandarin Scallops
",Chopsticks,13.95
"
Triple Delight
",Chopsticks,13.95
"
Shrimp with Garlic Sauce
",Chopsticks,11.50
"
Calamari with Black Bean Sauce
",Chopsticks,11.50
"
Shrimp with Asparagus
",Chopsticks,11.50
"
Prawn a La Szechuan
",Chopsticks,12.95
"
Shrimp with Mixed Vegetables
",Chopsticks,11.50
"
Shrimp with Scallops in Garlic Sauce
",Chopsticks,13.95
"
Mandarin Fried Fish Fillet
",Chopsticks,12.50
"
Sweet & Sour Fish Fillet
",Chopsticks,12.50
"
Fish Fillet with Black Bean Sauce
",Chopsticks,12.50
"
Fish Fillet with Scallions & Ginger
",Chopsticks,12.50
"
Vegetable Egg Fu-Yung
",Chopsticks,9.50
"
Chicken Egg Fu-Yung
",Chopsticks,9.95
"
Barbecued Pork Egg Fu-Yung
",Chopsticks,9.95
"
Shredded Pork Egg Fu-Yung
",Chopsticks,9.95
"
Shrimp Egg Fu-Yung
",Chopsticks,10.50
"
House Special Egg Fu-Yung
",Chopsticks,10.95
"
Mixed Vegetables Deluxe
",Chopsticks,9.50
"
Mushrooms, Bamboo Shoots & Snow Peas
",Chopsticks,9.50
"
Hot & Spicy Egg Plants
",Chopsticks,9.50
"
Broccoli with Oyster Sauce
",Chopsticks,9.50
"
Moo Shu Vegetables 
",Chopsticks,9.50
"
Sauteed Asparagus
",Chopsticks,9.50
"
Ma Po Tofu 
",Chopsticks,9.50
"
Tofu with Brown Sauce
",Chopsticks,9.50
"
Tofu Family Style
",Chopsticks,9.50
"
Wok Fried String Beans
",Chopsticks,9.95
"
Sauteed Spinach
",Chopsticks,9.50
"
Sauteed Bean Sprouts
",Chopsticks,8.50
"
Sauteed Black Mushrooms & Bok Choy
",Chopsticks,9.95
"
Sauteed Black Mushrooms & Broccoli
",Chopsticks,9.95
"
Beef Chow Mein
",Chopsticks,8.50
"
Shrimp Chow Mein
",Chopsticks,8.95
"
Chicken Chow Mein
",Chopsticks,8.50
"
Tomato Beef Chow Mein
",Chopsticks,8.95
"
House Special Chow Mein
",Chopsticks,9.50
"
Vegetable Chow Mein
",Chopsticks,7.95
"
BBQ Pork Chow Mein
",Chopsticks,8.50
"
Shredded Pork Chow Mein
",Chopsticks,8.50
"
Seafood Pan Fried Noodle 
",Chopsticks,10.50
"
General Chicken Lo Mein
",Chopsticks,8.95
"
Singapore Rice Noodle
",Chopsticks,9.95
"
Beef, Chicken or Pork Chow Fun 
",Chopsticks,9.50
"
House Special Chow Fun
",Chopsticks,10.50
"
Shredded Pork with String Beans
",Chopsticks,12.50
"
Almond or Cashew Chicken
",Chopsticks,12.50
"
spicy Hunan Chicken
",Chopsticks,12.50
"
Sweet & Sour Pork or Chicken
",Chopsticks,12.50
"
spicy General Chicken
",Chopsticks,12.50
"
spicy Kung Pao Chicken
",Chopsticks,12.50
"
Shrimp with Lobster Sauce
",Chopsticks,12.50
"
Shrimp with Mixed Vegetables
",Chopsticks,12.50
"
Beef with Green Pepper
",Chopsticks,12.50
"
Lemon Chicken
",Chopsticks,12.50
"
spicy Mandarin Fried Fish Fillet
",Chopsticks,12.50
"
spicy Mongolian Beef
",Chopsticks,12.50
"
Mixed Vegetable Deluxe
",Chopsticks,12.50
"
Egg Flower Soup
",Chopsticks,"Small – 6.75
Large – 7.75"
"
Wonton Soup
",Chopsticks,"Small – 6.75
Large – 7.75"
"
Hot and Sour Soup
",Chopsticks,"Small – 6.75
Large – 7.75"
"
War Wonton Soup
",Chopsticks,9.50
"
Chicken Cream Corn Soup
",Chopsticks,8.50
"
Three Flavor Sizzling Rice Soup
",Chopsticks,8.95
"
Chicken & Crab Meat Soup
",Chopsticks,9.95
"
Dragon & Phoenix Soup
",Chopsticks,8.95
"
Seafood Tofu Soup
",Chopsticks,10.50
"
Wonton Noodle Soup
",Chopsticks,9.50
